[2025-08-23 01:28:15] [INFO    ] discord.client: logging in using static token
[2025-08-23 01:28:23] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 8, 'op': 0, 'd': {'user_id': '1408703506734383206', 'type': 0, 'message_id': '1408714472096534588', 'message_author_id': '1408703506734383206', 'member': {'user': {'username': 'FoxBot', 'public_flags': 0, 'primary_guild': None, 'id': '1408703506734383206', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '5375', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'eae3152826f1780850264b03e46fc67d'}, 'roles': ['1408705171567149079'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-23T06:51:25.479750+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🥀', 'id': None}, 'channel_id': '1408705058383728672', 'burst': False, 'guild_id': '1408705057574223997'}}
[2025-08-23 01:28:23] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-23 01:28:23] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-23 01:28:23] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-23 01:28:23] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1408705058383728672/messages/1408714472096534588/reactions/%F0%9F%A5%80/@me with None has returned 204
[2025-08-23 01:28:23] [DEBUG   ] discord.http: A rate limit bucket (acca06189c86c292e9013a444ec3184d) has been exhausted. Pre-emptively rate limiting...
[2025-08-23 01:28:23] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/channels/1408705058383728672/messages/1408714472096534588/reactions/%F0%9F%A5%80/@me has received 
[2025-08-23 01:28:23] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-08-23 01:28:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 9, 'op': 0, 'd': {'user_id': '716097126215450654', 'type': 0, 'message_id': '1408714472096534588', 'message_author_id': '1408703506734383206', 'member': {'user': {'username': 'itsthefox_', 'public_flags': 128, 'primary_guild': {'tag': 'FOXX', 'identity_guild_id': '1322090695787417610', 'identity_enabled': True, 'badge': 'd2398e868cecf0b4193c02abd9f125c6'}, 'id': '716097126215450654', 'global_name': 'itsthefox_', 'display_name_styles': None, 'display_name': 'itsthefox_', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614286585866', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_CITYSCAPE_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/cityscape/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1157407831348228141', 'expires_at': None, 'asset': 'a_7d305bca6cf371df98c059f9d2ef05e4'}, 'avatar': 'c7b657fc395b3263cc1547bd4db725d8'}, 'roles': ['1408711338787864707'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-23T06:50:58.286000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🦊', 'id': None}, 'channel_id': '1408705058383728672', 'burst': False, 'guild_id': '1408705057574223997'}}
[2025-08-23 01:28:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-23 01:28:25] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-23 01:28:25] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-23 01:28:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 10, 'op': 0, 'd': {'user_id': '716097126215450654', 'type': 0, 'message_id': '1408714472096534588', 'message_author_id': '1408703506734383206', 'member': {'user': {'username': 'itsthefox_', 'public_flags': 128, 'primary_guild': {'tag': 'FOXX', 'identity_guild_id': '1322090695787417610', 'identity_enabled': True, 'badge': 'd2398e868cecf0b4193c02abd9f125c6'}, 'id': '716097126215450654', 'global_name': 'itsthefox_', 'display_name_styles': None, 'display_name': 'itsthefox_', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1349849614286585866', 'palette': 'violet', 'label': 'COLLECTIBLES_NAMEPLATES_CITYSCAPE_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates/cityscape/'}}, 'bot': False, 'avatar_decoration_data': {'sku_id': '1157407831348228141', 'expires_at': None, 'asset': 'a_7d305bca6cf371df98c059f9d2ef05e4'}, 'avatar': 'c7b657fc395b3263cc1547bd4db725d8'}, 'roles': ['1408711338787864707'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-08-23T06:50:58.286000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': '🥀', 'id': None}, 'channel_id': '1408705058383728672', 'burst': False, 'guild_id': '1408705057574223997'}}
[2025-08-23 01:28:26] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-23 01:28:26] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-08-23 01:28:26] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-08-23 01:28:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 11, 'op': 0, 'd': {'user_id': '716097126215450654', 'type': 0, 'message_id': '1408714472096534588', 'emoji': {'name': '🥀', 'id': None}, 'channel_id': '1408705058383728672', 'burst': False, 'guild_id': '1408705057574223997'}}
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-08-23 01:28:27] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_REMOVE', 's': 12, 'op': 0, 'd': {'user_id': '716097126215450654', 'type': 0, 'message_id': '1408714472096534588', 'emoji': {'name': '🦊', 'id': None}, 'channel_id': '1408705058383728672', 'burst': False, 'guild_id': '1408705057574223997'}}
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event raw_reaction_remove
[2025-08-23 01:28:27] [DEBUG   ] discord.client: Dispatching event reaction_remove
[2025-08-23 01:28:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-08-23 01:28:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
